Date,Open,High,Low,Close,Adj_Close,Volume,Log_Return_Close_Close,Log_Return_Open_Close,Log_Return_High_Low,Log_Return_Open_Open,Log_Return_Close_Open,Differenced_Adj_Close,polarity,neg,neu,pos
2010-01-06,113.5199966430664,113.98999786376952,113.43000030517578,113.70999908447266,86.87106323242188,116074400,0.0007036326985136,0.0016723363047179,0.0049247972467954,0.0022929237335345,-0.0009685284781517,0.0611038208007812,,,,
2010-01-07,113.5,114.33000183105467,113.18000030517578,114.19000244140624,87.2377700805664,131091100,0.004212392713356,0.0060609121723096,0.0101095451586477,-0.0001761663590327,-0.0018485026637508,0.3667068481445312,,,,
2010-01-08,113.88999938964844,114.62000274658205,113.66000366210938,114.56999969482422,87.52806854248047,126402800,0.0033221450049359,0.0059529223147446,0.0084107649972579,0.00343022800567,-0.0026306841666394,0.2902984619140625,,,,
2010-01-11,115.08000183105467,115.12999725341795,114.23999786376952,114.7300033569336,87.65030670166016,106375700,0.0013955852581595,-0.0030459835240189,0.0077604209374411,0.0103944896673654,0.0044415673526207,0.1222381591796875,,,,
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,86.83284759521484,163333500,-0.0093701319277931,-0.0027236984895489,0.0087060116561353,-0.0096922880161085,-0.0066463044920895,-0.8174591064453125,,,,
2010-01-13,113.9499969482422,114.94000244140624,113.37000274658205,114.62000274658205,87.5662841796875,161822000,0.0084110614654532,0.0058626041759523,0.0137534440640806,-0.0001755376682433,0.0025481608213055,0.7334365844726562,,,,
2010-01-14,114.48999786376952,115.13999938964844,114.41999816894533,114.93000030517578,87.80310821533203,115718800,0.0027008610382073,0.0038357857589294,0.0062729011092543,0.0047277353669153,-0.0011348688090369,0.2368240356445312,,,,
2010-01-15,114.7300033569336,114.83999633789062,113.1999969482422,113.63999938964844,86.81757354736328,212283100,-0.0112878397031748,-0.0095460194554088,0.0143836845539754,0.0020941067934174,-0.0017416789655119,-0.98553466796875,,,,
2010-01-19,113.62000274658205,115.12999725341795,113.58999633789062,115.05999755859376,87.90240478515625,139172700,0.012418101112728,0.0125941389142147,0.0134664588256054,-0.0097219997680907,-0.0001759803126819,1.0848312377929688,,,,
2010-01-20,114.27999877929688,114.4499969482422,112.9800033569336,113.88999938964844,87.00858306884766,216490200,-0.0102203927576363,-0.0034185017537583,0.0129271781242732,0.0057919953785024,-0.0068021435357123,-0.8938217163085938,,,,
2010-01-21,113.91999816894533,114.2699966430664,111.55999755859376,111.6999969482422,85.33546447753906,344859600,-0.0194166399064105,-0.0196797528363671,0.0240014989063695,-0.0031551350903829,0.0002633666633753,-1.6731185913085938,,,,
2010-01-22,111.1999969482422,111.73999786376952,109.08999633789062,109.20999908447266,83.43318939208984,345942400,-0.0225439453022815,-0.0180577285461617,0.0240015288730863,-0.0241660772178865,-0.0044863243815193,-1.9022750854492188,,,,
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,83.86101531982422,186937500,0.0051146644454757,-0.0040003912786303,0.0090984156591912,-0.0089427259762826,0.009115002569879,0.427825927734375,,,,
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859376,83.50955963134766,211168800,-0.0041997370822694,-0.00027440000295,0.0130292061497414,-0.0079253684223416,-0.0039249771437112,-0.3514556884765625,,,,
